legacy_id,legacy_name,legacy_lat,legacy_lon,trip_count,modern_id,modern_name,match_score,match_confidence,match_distance_m
519,Pershing Square North,40.751873,-73.977706,1075680,,,0,none,0
497,E 17 St & Broadway,40.73704984,-73.99009296,828267,1975518396279321266,E 17 St & Broadway,98.8,high,6.0
435,W 21 St & 6 Ave,40.74173969,-73.99415556,775162,66dc120f-0aca-11e7-82f6-3863bb44ef7c,W 21 St & 6 Ave,100.0,high,0.0
402,Broadway & E 22 St,40.7403432,-73.98955109,736960,5f7ac86c-1a98-4603-8749-4bb83ac84acd,Broadway & E 21 St,86.0,medium,50.7
426,West St & Chambers St,40.71754834,-74.01322069,730381,66dc0e99-0aca-11e7-82f6-3863bb44ef7c,West St & Chambers St,100.0,high,0.0
285,Broadway & E 14 St,40.73454567,-73.99074142,700436,66db6387-0aca-11e7-82f6-3863bb44ef7c,Broadway & E 14 St,100.0,high,0.0
293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,673119,66db65aa-0aca-11e7-82f6-3863bb44ef7c,Lafayette St & E 8 St,100.0,high,0.0
490,8 Ave & W 33 St,40.751551,-73.993934,648862,66dc686c-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 33 St,97.2,high,14.0
477,W 41 St & 8 Ave,40.75640548,-73.9900262,624389,66dc3f08-0aca-11e7-82f6-3863bb44ef7c,W 41 St & 8 Ave,100.0,high,0.0
459,W 20 St & 11 Ave,40.746745,-74.007756,624221,66dc24b8-0aca-11e7-82f6-3863bb44ef7c,W 20 St & 11 Ave,100.0,high,0.0
151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,598002,66db2fd0-0aca-11e7-82f6-3863bb44ef7c,Cleveland Pl & Spring St,100.0,high,0.0
499,Broadway & W 60 St,40.76915505,-73.98191841,597920,72196024-6f2b-45cb-9764-609911c7dc0b,Broadway & W 61 St,76.6,medium,97.4
368,Carmine St & 6 Ave,40.73038599,-74.00214988,585591,66dbce8a-0aca-11e7-82f6-3863bb44ef7c,Carmine St & 6 Ave,100.0,high,0.0
358,Christopher St & Greenwich St,40.73291553,-74.00711384,582885,66dbc8f5-0aca-11e7-82f6-3863bb44ef7c,Christopher St & Greenwich St,100.0,high,0.0
514,12 Ave & W 40 St,40.76087502,-74.00277668,562570,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,12 Ave & W 40 St,100.0,high,0.0
382,University Pl & E 14 St,40.73492695,-73.99200509,538400,b30815c0-99b6-451b-be15-902992cb8abb,University Pl & E 14 St,97.1,high,14.3
168,W 18 St & 6 Ave,40.73971301,-73.99456405,535451,66db33fc-0aca-11e7-82f6-3863bb44ef7c,W 18 St & 6 Ave,100.0,high,0.0
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,535334,66dc9068-0aca-11e7-82f6-3863bb44ef7c,Central Park S & 6 Ave,100.0,high,0.0
379,W 31 St & 7 Ave,40.749156,-73.9916,533838,66dbe4db-0aca-11e7-82f6-3863bb44ef7c,W 31 St & 7 Ave,100.0,high,0.0
523,W 38 St & 8 Ave,40.75466591,-73.99138152,533169,8d097a6d-f17c-4195-9dd4-42527b371c71,8 Ave & W 38 St,93.3,high,33.3
6140.05,W 21 St & 6 Ave,40.74173969,-73.99415556,528140,66dc120f-0aca-11e7-82f6-3863bb44ef7c,W 21 St & 6 Ave,100.0,high,0.0
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,524007,1964061627836181486,Central Park S & Grand Army Plaza,94.6,high,26.9
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,519989,66db8d89-0aca-11e7-82f6-3863bb44ef7c,Vesey Pl & River Terrace,100.0,high,0.0
3002,South End Ave & Liberty St,40.711512,-74.015756,518821,3b530cff-dd26-4cfd-b570-a85fd53354fe,West St & Liberty St,60.3,low,77.0
492,W 33 St & 7 Ave,40.75019995,-73.99093085,516473,66dbe4db-0aca-11e7-82f6-3863bb44ef7c,W 31 St & 7 Ave,69.5,medium,129.0
387,Centre St & Chambers St,40.71273266,-74.0046073,501640,66dbe8d6-0aca-11e7-82f6-3863bb44ef7c,Centre St & Chambers St,100.0,high,0.0
504,1 Ave & E 16 St,40.73221853,-73.98165557,494154,66dc7802-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 16 St,100.0,high,0.0
229,Great Jones St,40.72743423,-73.99379025,491533,66db3a1e-0aca-11e7-82f6-3863bb44ef7c,Great Jones St,100.0,high,0.0
505,6 Ave & W 33 St,40.74901271,-73.98848395,491450,66dc78c4-0aca-11e7-82f6-3863bb44ef7c,6 Ave & W 33 St,100.0,high,0.0
359,E 47 St & Park Ave,40.75510267,-73.97498696,483040,66dbc982-0aca-11e7-82f6-3863bb44ef7c,E 47 St & Park Ave,100.0,high,0.0
446,W 24 St & 7 Ave,40.74487634,-73.99529885,478150,66dc1c5c-0aca-11e7-82f6-3863bb44ef7c,W 24 St & 7 Ave,100.0,high,0.0
5329.03,West St & Chambers St,40.71754834,-74.01322069,476713,66dc0e99-0aca-11e7-82f6-3863bb44ef7c,West St & Chambers St,100.0,high,0.0
127,Barrow St & Hudson St,40.73172428,-74.00674436,463313,66db2a71-0aca-11e7-82f6-3863bb44ef7c,Barrow St & Hudson St,100.0,high,0.0
462,W 22 St & 10 Ave,40.74691959,-74.00451887,460192,66dc2606-0aca-11e7-82f6-3863bb44ef7c,W 22 St & 10 Ave,100.0,high,0.0
128,MacDougal St & Prince St,40.72710258,-74.00297088,458374,66db2afe-0aca-11e7-82f6-3863bb44ef7c,MacDougal St & Prince St,100.0,high,0.0
472,E 32 St & Park Ave,40.7457121,-73.98194829,458233,66dc3a1a-0aca-11e7-82f6-3863bb44ef7c,E 32 St & Park Ave,100.0,high,0.0
465,Broadway & W 41 St,40.75513557,-73.98658032,448805,66dc292c-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 41 St,100.0,high,0.0
432,E 7 St & Avenue A,40.72621788,-73.98379855,448148,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,E 7 St & Ave A,93.2,high,0.0
6822.09,1 Ave & E 68 St,40.76500525,-73.95818491,444789,66dd42eb-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 68 St,100.0,high,0.0
445,E 10 St & Avenue A,40.72740794,-73.98142006,443185,66dc1beb-0aca-11e7-82f6-3863bb44ef7c,E 10 St & Ave A,93.6,high,0.0
442,W 27 St & 7 Ave,40.746647,-73.993915,439769,1960021358478625244,W 27 St & 7 Ave,99.9,high,0.5
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,436789,66db631c-0aca-11e7-82f6-3863bb44ef7c,Greenwich Ave & 8 Ave,100.0,high,0.0
509,9 Ave & W 22 St,40.7454973,-74.00197139,435948,66dc7a7d-0aca-11e7-82f6-3863bb44ef7c,9 Ave & W 22 St,100.0,high,0.0
518,E 39 St & 2 Ave,40.74780373,-73.9734419,429419,,,0,none,0
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,426746,66ddbd20-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 31 St,100.0,high,0.0
482,W 15 St & 7 Ave,40.73935542,-73.99931783,425928,66dc462a-0aca-11e7-82f6-3863bb44ef7c,W 15 St & 7 Ave,100.0,high,0.0
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,424467,66dbe571-0aca-11e7-82f6-3863bb44ef7c,W 4 St & 7 Ave S,100.0,high,0.0
173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,422844,64f0f28c-bedc-42d5-b107-ecdd48fc30cd,Broadway & W 48 St,83.5,medium,63.1
494,W 26 St & 8 Ave,40.74734825,-73.99723551,421097,9e9acfaf-0bbf-4bc2-a825-b2befb6bee55,8 Ave & W 27 St,78.3,medium,85.4
496,E 16 St & 5 Ave,40.73726186,-73.99238967,420817,66dc741f-0aca-11e7-82f6-3863bb44ef7c,E 16 St & 5 Ave,100.0,high,0.0
466,W 25 St & 6 Ave,40.74395411,-73.99144871,420217,66dc2995-0aca-11e7-82f6-3863bb44ef7c,W 25 St & 6 Ave,100.0,high,0.0
517,Pershing Square South,40.751581,-73.97791,419741,,,0,none,0
486,Broadway & W 29 St,40.7462009,-73.98855723,418756,66dc4bd9-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 29 St,100.0,high,0.0
453,W 22 St & 8 Ave,40.74475148,-73.99915362,417215,66dc209c-0aca-11e7-82f6-3863bb44ef7c,W 22 St & 8 Ave,100.0,high,0.0
479,9 Ave & W 45 St,40.76019252,-73.9912551,417136,66dc42a0-0aca-11e7-82f6-3863bb44ef7c,9 Ave & W 45 St,100.0,high,0.0
347,Greenwich St & W Houston St,40.728846,-74.008591,414865,66dbbeda-0aca-11e7-82f6-3863bb44ef7c,Greenwich St & W Houston St,100.0,high,0.0
237,E 11 St & 2 Ave,40.73047309,-73.98672378,406475,aa8fc8b7-b66c-41d9-9885-30b8af599378,E 10 St & 2 Ave,78.2,medium,85.7
457,Broadway & W 58 St,40.76695317,-73.98169333,404934,66dc2238-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 58 St,100.0,high,0.0
507,E 25 St & 2 Ave,40.73912601,-73.97973776,403954,66dc7957-0aca-11e7-82f6-3863bb44ef7c,E 25 St & 2 Ave,100.0,high,0.0
491,E 24 St & Park Ave S,40.74096374,-73.98602213,403229,66dc6a86-0aca-11e7-82f6-3863bb44ef7c,E 24 St & Park Ave S,100.0,high,0.0
405,Washington St & Gansevoort St,40.739323,-74.008119,402218,66dbf215-0aca-11e7-82f6-3863bb44ef7c,Washington St & Gansevoort St,100.0,high,0.0
458,11 Ave & W 27 St,40.751396,-74.005226,401854,66dc22a7-0aca-11e7-82f6-3863bb44ef7c,11 Ave & W 27 St,100.0,high,0.0
6173.08,Broadway & W 25 St,40.74286877312112,-73.98918628692627,397685,daefc84c-1b16-4220-8e1f-10ea4866fdc7,Broadway & W 25 St,100.0,high,0.0
5905.14,University Pl & E 14 St,40.734814,-73.992085,396034,b30815c0-99b6-451b-be15-902992cb8abb,University Pl & E 14 St,100.0,high,0.0
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,394345,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,St Marks Pl & 2 Ave,100.0,high,0.0
483,E 12 St & 3 Ave,40.73223272,-73.98889957,394304,66dc481a-0aca-11e7-82f6-3863bb44ef7c,E 12 St & 3 Ave,100.0,high,0.0
6364.07,6 Ave & W 33 St,40.74901271,-73.98848395,391525,66dc78c4-0aca-11e7-82f6-3863bb44ef7c,6 Ave & W 33 St,100.0,high,0.0
251,Mott St & Prince St,40.72317958,-73.99480012,391025,66db4158-0aca-11e7-82f6-3863bb44ef7c,Mott St & Prince St,100.0,high,0.0
297,E 15 St & 3 Ave,40.734232,-73.986923,389590,66db6963-0aca-11e7-82f6-3863bb44ef7c,E 15 St & 3 Ave,100.0,high,0.0
6765.01,12 Ave & W 40 St,40.76087502,-74.00277668,389470,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,12 Ave & W 40 St,100.0,high,0.0
461,E 20 St & 2 Ave,40.73587678,-73.98205027,389367,66dc259a-0aca-11e7-82f6-3863bb44ef7c,E 20 St & 2 Ave,100.0,high,0.0
528,2 Ave & E 31 St,40.74290902,-73.97706058,389279,1893622839585237496,2 Ave & E 31 St,98.0,high,9.9
5905.12,Broadway & E 14 St,40.73454567,-73.99074142,387439,66db6387-0aca-11e7-82f6-3863bb44ef7c,Broadway & E 14 St,100.0,high,0.0
450,W 49 St & 8 Ave,40.76227205,-73.98788205,387114,66dc1e55-0aca-11e7-82f6-3863bb44ef7c,W 49 St & 8 Ave,100.0,high,0.0
417,Barclay St & Church St,40.71291224,-74.01020234,387002,66dbf73d-0aca-11e7-82f6-3863bb44ef7c,Barclay St & Church St,100.0,high,0.0
468,Broadway & W 56 St,40.7652654,-73.98192338,383117,66dc2bc5-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 56 St,100.0,high,0.0
312,Allen St & Stanton St,40.722055,-73.989111,379609,66db72f1-0aca-11e7-82f6-3863bb44ef7c,Allen St & Stanton St,100.0,high,0.0
334,W 20 St & 7 Ave,40.74238787,-73.99726235,378906,66db95e5-0aca-11e7-82f6-3863bb44ef7c,W 20 St & 7 Ave,100.0,high,0.0
545,E 23 St & 1 Ave,40.736502,-73.97809472,377971,66dc8c90-0aca-11e7-82f6-3863bb44ef7c,E 23 St & 1 Ave,100.0,high,0.0
6197.08,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,374522,61c82689-3f4c-495d-8f44-e71de8f04088,E 33 St & 1 Ave,100.0,high,0.0
6726.01,11 Ave & W 41 St,40.76030096,-73.99884222,371282,66dc41bb-0aca-11e7-82f6-3863bb44ef7c,11 Ave & W 41 St,100.0,high,0.0
5492.05,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,370701,66db2fd0-0aca-11e7-82f6-3863bb44ef7c,Cleveland Pl & Spring St,100.0,high,0.0
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,368454,66db3273-0aca-11e7-82f6-3863bb44ef7c,LaGuardia Pl & W 3 St,100.0,high,0.0
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,367659,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,Lexington Ave & E 24 St,100.0,high,0.0
5980.07,E 17 St & Broadway,40.73704984,-73.99009296,367258,1975518396279321266,E 17 St & Broadway,98.8,high,6.0
498,Broadway & W 32 St,40.74854862,-73.98808416,364489,66dc78c4-0aca-11e7-82f6-3863bb44ef7c,6 Ave & W 33 St,60.1,low,61.6
401,Allen St & Rivington St,40.72019576,-73.98997825,364345,66dbf062-0aca-11e7-82f6-3863bb44ef7c,Allen St & Rivington St,100.0,high,0.0
529,W 42 St & 8 Ave,40.7575699,-73.99098507,358525,66dc85bb-0aca-11e7-82f6-3863bb44ef7c,W 42 St & 8 Ave,100.0,high,0.0
3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,358184,66ddd545-0aca-11e7-82f6-3863bb44ef7c,Cooper Square & Astor Pl,100.0,high,0.0
326,E 11 St & 1 Ave,40.72953837,-73.98426726,357150,66db8ca4-0aca-11e7-82f6-3863bb44ef7c,E 11 St & 1 Ave,100.0,high,0.0
5184.08,West St & Liberty St,40.711444,-74.014847,355154,3b530cff-dd26-4cfd-b570-a85fd53354fe,West St & Liberty St,100.0,high,0.0
6876.04,Central Park S & 6 Ave,40.76590936,-73.97634151,354787,66dc9068-0aca-11e7-82f6-3863bb44ef7c,Central Park S & 6 Ave,100.0,high,0.0
474,5 Ave & E 29 St,40.7451677,-73.98683077,353842,5c3c345d-1975-400d-a9d8-18815816886e,5 Ave & E 30 St,70.4,medium,101.5
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,353699,66db9845-0aca-11e7-82f6-3863bb44ef7c,Sullivan St & Washington Sq,100.0,high,0.0
531,Forsyth St & Broome St,40.71893904,-73.99266288,352089,66dc86d9-0aca-11e7-82f6-3863bb44ef7c,Forsyth St & Broome St,100.0,high,0.0
476,E 31 St & 3 Ave,40.74394314,-73.97966069,351265,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,E 31 St & 3 Ave,100.0,high,0.0
307,Canal St & Rutgers St,40.71427487,-73.98990025,350545,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,Canal St & Rutgers St,100.0,high,0.0
447,8 Ave & W 52 St,40.76370739,-73.9851615,346266,66dc1d0c-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 52 St,100.0,high,0.0
540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,345870,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,Lexington Ave & E 29 St,100.0,high,0.0
212,W 16 St & The High Line,40.74334935,-74.00681753,345337,66db3606-0aca-11e7-82f6-3863bb44ef7c,W 16 St & The High Line,100.0,high,0.0
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,342172,66dca682-0aca-11e7-82f6-3863bb44ef7c,W 45 St & 8 Ave,100.0,high,0.0
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,342087,66dc1702-0aca-11e7-82f6-3863bb44ef7c,St Marks Pl & 1 Ave,100.0,high,0.0
487,E 20 St & FDR Drive,40.73314259,-73.97573881,340713,c7ffe3fa-9cd6-4d35-9060-7d5822381442,E 20 St & FDR Dr,92.2,high,8.8
167,E 39 St & 3 Ave,40.7489006,-73.97604882,340712,de0c1800-f7cc-41b4-ab7a-c9d219180d06,E 39 St & Lexington Ave,53.1,low,124.0
478,11 Ave & W 41 St,40.76030096,-73.99884222,340186,66dc41bb-0aca-11e7-82f6-3863bb44ef7c,11 Ave & W 41 St,100.0,high,0.0
410,Suffolk St & Stanton St,40.72066442,-73.98517977,336818,66dbf442-0aca-11e7-82f6-3863bb44ef7c,Suffolk St & Stanton St,100.0,high,0.0
6331.01,W 31 St & 7 Ave,40.749156,-73.9916,336551,66dbe4db-0aca-11e7-82f6-3863bb44ef7c,W 31 St & 7 Ave,100.0,high,0.0
6266.06,9 Ave & W 22 St,40.7454973,-74.00197139,333594,66dc7a7d-0aca-11e7-82f6-3863bb44ef7c,9 Ave & W 22 St,100.0,high,0.0
388,W 26 St & 10 Ave,40.749717753,-74.002950346,332875,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,W 26 St & 10 Ave,100.0,high,0.0
2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,332149,66dc8f1f-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 18 St,100.0,high,0.0
546,E 30 St & Park Ave S,40.74444921,-73.98303529,331052,66dc8d1d-0aca-11e7-82f6-3863bb44ef7c,E 30 St & Park Ave S,100.0,high,0.0
301,E 2 St & Avenue B,40.72217444,-73.98368779,331023,66db6aae-0aca-11e7-82f6-3863bb44ef7c,E 2 St & Ave B,93.2,high,0.0
536,1 Ave & E 30 St,40.74144387,-73.97536082,330921,66dc89ae-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 30 St,100.0,high,0.0
305,E 58 St & 3 Ave,40.76095756,-73.96724467,329965,66db6e49-0aca-11e7-82f6-3863bb44ef7c,E 58 St & 3 Ave,100.0,high,0.0
6912.01,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,329831,b94cc90e-9ca2-4471-8371-23be051e0157,7 Ave & Central Park South,100.0,high,0.0
383,Greenwich Ave & Charles St,40.735238,-74.000271,329631,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,Greenwich Ave & Charles St,100.0,high,0.0
5788.13,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,329532,66db65aa-0aca-11e7-82f6-3863bb44ef7c,Lafayette St & E 8 St,100.0,high,0.0
6602.03,W 41 St & 8 Ave,40.75640548,-73.9900262,329189,66dc3f08-0aca-11e7-82f6-3863bb44ef7c,W 41 St & 8 Ave,100.0,high,0.0
2008,Little West St & 1 Pl,40.70569254,-74.01677685,327504,66dc90d5-0aca-11e7-82f6-3863bb44ef7c,Little West St & 1 Pl,100.0,high,0.0
515,W 43 St & 10 Ave,40.76009437,-73.99461843,327274,66dc7de9-0aca-11e7-82f6-3863bb44ef7c,W 43 St & 10 Ave,100.0,high,0.0
503,E 20 St & Park Ave,40.73827428,-73.98751968,327171,66dc7773-0aca-11e7-82f6-3863bb44ef7c,E 20 St & Park Ave,100.0,high,0.0
521,8 Ave & W 31 St,40.75044999,-73.99481051,326030,66ddbd20-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 31 St,96.3,high,18.4
444,Broadway & W 24 St,40.7423543,-73.98915076,325284,daefc84c-1b16-4220-8e1f-10ea4866fdc7,Broadway & W 25 St,84.7,medium,57.3
6450.12,8 Ave & W 33 St,40.751551,-73.993934,323671,66dc686c-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 33 St,97.2,high,14.0
5382.06,Grand St & Elizabeth St,40.718822,-73.99596,322914,66de85d2-0aca-11e7-82f6-3863bb44ef7c,Grand St & Elizabeth St,100.0,high,0.0
6450.05,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,321311,66ddbd20-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 31 St,100.0,high,0.0
526,E 33 St & 5 Ave,40.74765947,-73.98490707,321173,66dc840f-0aca-11e7-82f6-3863bb44ef7c,E 33 St & 5 Ave,100.0,high,0.0
6306.06,W 22 St & 10 Ave,40.74691959,-74.00451887,320713,66dc2606-0aca-11e7-82f6-3863bb44ef7c,W 22 St & 10 Ave,100.0,high,0.0
304,Broadway & Battery Pl,40.70463334,-74.01361706,317928,66db6da2-0aca-11e7-82f6-3863bb44ef7c,Broadway & Battery Pl,100.0,high,0.0
439,E 4 St & 2 Ave,40.7262807,-73.98978041,317624,66dc176f-0aca-11e7-82f6-3863bb44ef7c,E 4 St & 2 Ave,100.0,high,0.0
361,Allen St & Hester St,40.71605866,-73.99190759,317563,1960020817312746312,Allen St & Hester St,99.9,high,0.3
363,West Thames St,40.70834698,-74.01713445,316484,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,West Thames St,100.0,high,0.0
5847.01,Christopher St & Greenwich St,40.73291553,-74.00711384,316234,66dbc8f5-0aca-11e7-82f6-3863bb44ef7c,Christopher St & Greenwich St,100.0,high,0.0
5696.03,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,314721,66ddbdb1-0aca-11e7-82f6-3863bb44ef7c,Pier 40 - Hudson River Park,100.0,high,0.0
3141,1 Ave & E 68 St,40.76500525,-73.95818491,314628,66dd42eb-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 68 St,100.0,high,0.0
520,W 52 St & 5 Ave,40.75992262,-73.97648516,314275,66dc80b4-0aca-11e7-82f6-3863bb44ef7c,W 52 St & 5 Ave,100.0,high,0.0
265,Stanton St & Chrystie St,40.72229346,-73.99147535,313674,66db4671-0aca-11e7-82f6-3863bb44ef7c,Stanton St & Chrystie St,100.0,high,0.0
501,FDR Drive & E 35 St,40.744219,-73.97121214,312682,66dc7659-0aca-11e7-82f6-3863bb44ef7c,FDR Drive & E 35 St,100.0,high,0.0
335,Washington Pl & Broadway,40.72903917,-73.99404649,312449,66db9675-0aca-11e7-82f6-3863bb44ef7c,Washington Pl & Broadway,100.0,high,0.0
448,W 37 St & 10 Ave,40.75660359,-73.9979009,311724,66dc1d80-0aca-11e7-82f6-3863bb44ef7c,W 37 St & 10 Ave,100.0,high,0.0
5763.03,Carmine St & 6 Ave,40.73038599,-74.00214988,308964,66dbce8a-0aca-11e7-82f6-3863bb44ef7c,Carmine St & 6 Ave,100.0,high,0.0
470,W 20 St & 8 Ave,40.74345335,-74.00004031,308485,66dc36c3-0aca-11e7-82f6-3863bb44ef7c,W 20 St & 8 Ave,100.0,high,0.0
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,305576,66dd4c5f-0aca-11e7-82f6-3863bb44ef7c,Columbus Ave & W 72 St,100.0,high,0.0
268,Howard St & Centre St,40.71910537,-73.99973337,304294,66db479e-0aca-11e7-82f6-3863bb44ef7c,Howard St & Lafayette St,73.6,medium,0.0
345,W 13 St & 6 Ave,40.73649403,-73.99704374,304290,,,0,none,0
7175.05,Columbus Ave & W 72 St,40.7770575,-73.97898475,303716,66dd4c5f-0aca-11e7-82f6-3863bb44ef7c,Columbus Ave & W 72 St,100.0,high,0.0
6459.07,W 30 St & 10 Ave,40.752694,-74.002353,303009,e51c8b72-460f-41c2-a5ca-de85d3f46a30,W 30 St & 10 Ave,100.0,high,0.0
5303.06,Clinton St & Grand St,40.71559509,-73.9870295,301820,66dbc420-0aca-11e7-82f6-3863bb44ef7c,Clinton St & Grand St,100.0,high,0.0
195,Liberty St & Broadway,40.70905623,-74.01043382,301438,66db3583-0aca-11e7-82f6-3863bb44ef7c,Liberty St & Broadway,100.0,high,0.0
317,E 6 St & Avenue B,40.72453734,-73.98185424,301203,66db76a1-0aca-11e7-82f6-3863bb44ef7c,E 6 St & Ave B,93.2,high,0.0
433,E 13 St & Avenue A,40.72955361,-73.98057249,298663,d9160982-2d9b-4f08-9469-a559a7b62809,E 13 St & Ave A,90.5,high,15.5
315,South St & Gouverneur Ln,40.70355377,-74.00670227,295941,66db75cc-0aca-11e7-82f6-3863bb44ef7c,South St & Gouverneur Ln,100.0,high,0.0
116,W 17 St & 8 Ave,40.74177603,-74.00149746,294290,66db28b5-0aca-11e7-82f6-3863bb44ef7c,W 17 St & 8 Ave,100.0,high,0.0
6756.01,W 43 St & 10 Ave,40.76009437,-73.99461843,293239,66dc7de9-0aca-11e7-82f6-3863bb44ef7c,W 43 St & 10 Ave,100.0,high,0.0
6072.06,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,292701,66db631c-0aca-11e7-82f6-3863bb44ef7c,Greenwich Ave & 8 Ave,100.0,high,0.0
3435,Grand St & Elizabeth St,40.718822,-73.99596,292383,66de85d2-0aca-11e7-82f6-3863bb44ef7c,Grand St & Elizabeth St,100.0,high,0.0
223,W 13 St & 7 Ave,40.73781509,-73.99994661,288885,66db3816-0aca-11e7-82f6-3863bb44ef7c,W 13 St & 7 Ave,100.0,high,0.0
346,Bank St & Hudson St,40.73652889,-74.00618026,288646,66dbbc4a-0aca-11e7-82f6-3863bb44ef7c,Bank St & Hudson St,100.0,high,0.0
495,W 47 St & 10 Ave,40.76269882,-73.99301222,287944,66dc73b0-0aca-11e7-82f6-3863bb44ef7c,W 47 St & 10 Ave,100.0,high,0.0
6257.03,W 24 St & 7 Ave,40.74487634,-73.99529885,286980,66dc1c5c-0aca-11e7-82f6-3863bb44ef7c,W 24 St & 7 Ave,100.0,high,0.0
484,W 44 St & 5 Ave,40.75500254,-73.98014437,286697,66dc48ef-0aca-11e7-82f6-3863bb44ef7c,W 44 St & 5 Ave,100.0,high,0.0
7260.09,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,286350,66dd4de9-0aca-11e7-82f6-3863bb44ef7c,Amsterdam Ave & W 73 St,100.0,high,0.0
530,11 Ave & W 59 St,40.771522,-73.990541,286146,66dc864c-0aca-11e7-82f6-3863bb44ef7c,11 Ave & W 59 St,98.5,high,7.4
325,E 19 St & 3 Ave,40.73624527,-73.98473765,286097,66db8c10-0aca-11e7-82f6-3863bb44ef7c,E 19 St & 3 Ave,100.0,high,0.0
5303.08,Canal St & Rutgers St,40.71427487,-73.98990025,285856,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,Canal St & Rutgers St,100.0,high,0.0
469,Broadway & W 53 St,40.76344058,-73.98268129,285548,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 53 St,100.0,high,0.0
72,W 52 St & 11 Ave,40.76727216,-73.99392888,285247,66db237e-0aca-11e7-82f6-3863bb44ef7c,W 52 St & 11 Ave,100.0,high,0.0
5779.08,1 Ave & E 16 St,40.73221853,-73.98165557,284405,66dc7802-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 16 St,100.0,high,0.0
5880.02,W 4 St & 7 Ave S,40.73401143,-74.00293877,283984,66dbe571-0aca-11e7-82f6-3863bb44ef7c,W 4 St & 7 Ave S,100.0,high,0.0
5374.01,Norfolk St & Broome St,40.7172274,-73.98802084,283974,66db728c-0aca-11e7-82f6-3863bb44ef7c,Norfolk St & Broome St,100.0,high,0.0
6753.08,1 Ave & E 62 St,40.7612274,-73.96094022,281993,66dd4356-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 62 St,100.0,high,0.0
6364.10,6 Ave & W 34 St,40.74964,-73.98805,281310,547cdccc-7864-4898-97c9-8798d924ef54,6 Ave & W 34 St,100.0,high,0.0
500,Broadway & W 51 St,40.76228826,-73.98336183,281220,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,Broadway & W 53 St,68.0,medium,140.4
