puma_2010_code,puma_2020_code,puma_2020_name,intersection_area_sqft,pct_of_2010_area
4007,04303,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,4945.0717365978935,0.006848481440234587
4007,04317,NYC-Brooklyn Community District 17--East Flatbush PUMA,3471.017378796834,0.004807048181221312
4008,04305,NYC-Brooklyn Community District 5--East New York & Cypress Hills PUMA,145947620.0167632,88.81181767337183
4008,04318,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,18297888.895920265,11.134602758478925
4008,04409,"NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven PUMA",35123.68847484159,0.021373412026079328
4008,04405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",20850.782942654114,0.012688085854619318
4008,04316,NYC-Brooklyn Community District 16--Ocean Hill & Brownsville PUMA,19588.071462338015,0.01191970263774311
4008,04304,NYC-Brooklyn Community District 4--Bushwick PUMA,8759.31590359106,0.0053302052262575025
4008,04410,NYC-Queens Community District 10--South Ozone Park & Howard Beach PUMA,2945.4792032725286,0.00179237840213977
4008,04317,NYC-Brooklyn Community District 17--East Flatbush PUMA,781.8727801364114,0.00047578400240628555
4009,04318,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,343464901.0771342,99.9620895361346
4009,04315,NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East) PUMA,47951.45464732508,0.013955800397104734
4009,04305,NYC-Brooklyn Community District 5--East New York & Cypress Hills PUMA,42738.13138914449,0.01243851381358269
4009,04317,NYC-Brooklyn Community District 17--East Flatbush PUMA,33615.88214130064,0.009783572673384155
4009,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,5118.283432215469,0.0014896261746627083
4009,04414,NYC-Queens Community District 14--The Rockaways PUMA,834.7672118736125,0.00024295080665724176
4010,04317,NYC-Brooklyn Community District 17--East Flatbush PUMA,83989895.95826642,97.76645555965156
4010,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,1822002.703671936,2.120859233432297
4010,04318,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,65202.08588946567,0.07589694879103649
4010,04309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,17176.083546374633,0.019993414559769128
4010,04316,NYC-Brooklyn Community District 16--Ocean Hill & Brownsville PUMA,12572.01288593257,0.014634154800222983
4010,04308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,1856.2197385594243,0.002160688765098498
4011,04309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,40005737.24204587,83.99477228874052
4011,04317,NYC-Brooklyn Community District 17--East Flatbush PUMA,6138898.122648148,12.889035060043264
4011,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,1450490.2649094877,3.045403182323077
4011,04308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,28456.895250950583,0.05974719131375019
4011,04306,NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens PUMA,5259.308923133874,0.011042277579389003
4012,04307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,100325977.87698929,89.38248672187694
4012,04312,NYC-Brooklyn Community District 12--Borough Park & Kensington PUMA,9764121.981062219,8.699058028551269
4012,04310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2126942.8462031684,1.8949373306088624
4012,04306,NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens PUMA,26123.205974558685,0.023273703985390137
4012,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,274.11529184162646,0.0002442149775339211
4013,04310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,107010717.8293138,99.95303548870142
4013,04307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,41166.080324928465,0.03845105211060608
4013,04312,NYC-Brooklyn Community District 12--Borough Park & Kensington PUMA,7597.071000029462,0.007096021059192614
4013,04311,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,1517.5234138518115,0.0014174381287826007
4014,04312,NYC-Brooklyn Community District 12--Borough Park & Kensington PUMA,87662075.5975572,99.97903945888181
4014,04307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,10857.06983173771,0.012382542915118793
4014,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,6144.015608619214,0.007007280797116371
4014,04311,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,843.6843445975346,0.000962226251253721
4014,04310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,533.527806337522,0.0006084911546825865
4015,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,75842155.08314897,93.56943275035734
4015,04312,NYC-Brooklyn Community District 12--Borough Park & Kensington PUMA,3588988.78394954,4.427875820424406
