ride_id,started_at,ended_at,duration_sec,start_station_id,start_station_name,start_lat,start_lng,end_station_id,end_station_name,end_lat,end_lng,member_casual,rideable_type,bike_id,birth_year,gender,source_file,start_match_type,end_match_type
B3C5E29F441138FE,2024-01-14 00:52:11.585,2024-01-14 00:54:14.421,122.836,05c5e17c-7aa9-49b7-9da3-9db4858ec1fc,W 35 St & 9 Ave,40.75414519263519,-73.9960889518261,66dc7c31-0aca-11e7-82f6-3863bb44ef7c,W 29 St & 9 Ave,40.7500727,-73.99839279,member,electric_bike,,,,202401-citibike-tripdata_202401-citibike-tripdata_1.csv,crosswalk,crosswalk
B60951E7902E87E5,2024-01-07 13:39:39.309,2024-01-07 13:43:10.753,211.444,66dc7a7d-0aca-11e7-82f6-3863bb44ef7c,9 Ave & W 22 St,40.7454973,-74.00197139,66dc7c31-0aca-11e7-82f6-3863bb44ef7c,W 29 St & 9 Ave,40.7500727,-73.99839279,member,electric_bike,,,,202401-citibike-tripdata_202401-citibike-tripdata_1.csv,crosswalk,crosswalk
0607DF2473BBB57A,2024-01-01 17:43:31.034,2024-01-01 17:51:03.677,452.643,23539f3b-fb83-4f34-b8b8-9f1f37b5e646,Morningside Ave & W 123 St,40.81,-73.9551508,66dde8ac-0aca-11e7-82f6-3863bb44ef7c,Columbus Ave & W 103 St,40.7969347,-73.9643412291,member,electric_bike,,,,202401-citibike-tripdata_202401-citibike-tripdata_1.csv,crosswalk,crosswalk
732F1324C8B149E0,2024-01-12 13:28:31.046,2024-01-12 13:52:15.851,1424.805,66dc7a7d-0aca-11e7-82f6-3863bb44ef7c,9 Ave & W 22 St,40.7454973,-74.00197139,1917312704757770810,1 Ave & E 38 St,40.746202,-73.971822,member,classic_bike,,,,202401-citibike-tripdata_202401-citibike-tripdata_1.csv,crosswalk,crosswalk
2940C278A7A8E3B5,2024-01-06 05:46:32.61,2024-01-06 05:49:46.371,193.761,66dd46a2-0aca-11e7-82f6-3863bb44ef7c,E 85 St & York Ave,40.77536905,-73.94803392,66ddea2a-0aca-11e7-82f6-3863bb44ef7c,E 91 St & 2 Ave,40.781152764279156,-73.94963040947914,casual,electric_bike,,,,202401-citibike-tripdata_202401-citibike-tripdata_1.csv,crosswalk,crosswalk
